question,query,answer_llama8b,retrieve_data_llama8b,BLEU_score_llama8b,SQ_score_llama8b
What are the most common symptoms mentioned in articles about viruses affecting Europe?,"MATCH (a:Article)-[:MENTIONS_SYMPTOM]->(s:Symptom)-[:MENTIONS_LOCATION]->(l:Location) WHERE l.country IN ['United Kingdom', 'France', 'Germany'] RETURN s.name, COUNT(a) AS mention_count ORDER BY mention_count DESC LIMIT 5","MATCH (a:Article)-[:MENTIONS_SYMPTOM]->(s:Symptom), (v:Virus)-[:AFFECTS]->(l:Location {country: 'Europe'}), (a)-[:ABOUT_VIRUS]->(v) RETURN s.name AS symptom, COUNT(*) AS count ORDER BY count DESC LIMIT 10",0.0,0.45839650930197406,0
What viruses are mentioned in articles labeled as fact?,MATCH (a:Article {label: 'True'})-[:ABOUT_VIRUS]->(v:Virus) RETURN v.name,"MATCH (a:Article {label: ""fact""})-[:ABOUT_VIRUS]->(v:Virus) RETURN v.name",0.0,0.8446593249975184,0
Which viruses affect both Mexico and the United Kingdom?,"MATCH (v:Virus)-[:AFFECTS]->(l:Location) WHERE l.country IN ['Mexico', 'United Kingdom'] RETURN DISTINCT v.name","MATCH (v:Virus)-[:AFFECTS]->(mex:Location {country: ""Mexico""}),(v)-[:AFFECTS]->(uk:Location {country: ""United Kingdom""}) RETURN v.name",0.0,0.30036142686985295,0
Which organizations are involved in viruses that affect multiple countries?,"MATCH (o:Organization)-[:INVOLVED_IN]->(v:Virus)-[:AFFECTS]->(l:Location) WITH o, COUNT(DISTINCT l.country) AS country_count WHERE country_count > 1 RETURN o.name, country_count","MATCH (v:Virus)-[:AFFECTS]->(l:Location)<-[:AFFECTS]-(v2:Virus) WHERE l.country <> v2.location.country WITH v, l, v2 MATCH (o:Organization)-[:INVOLVED_IN]->(v) RETURN DISTINCT o.name",0.0,0.5114128207872266,0
Which viruses affect both Africa and Asia?,"MATCH (v:Virus)-[:AFFECTS]->(l:Location) WHERE l.country IN ['Nigeria', 'South Africa', 'China', 'India'] RETURN DISTINCT v.name","MATCH (v:Virus)-[:AFFECTS]->(l:Location)<-[:AFFECTS]-(v2:Virus) WHERE l.country = 'Africa' AND (v = v2 OR v <> v2) WITH v, collect(DISTINCT l) as locations MATCH (v)-[:AFFECTS]->(l2:Location) WHERE l2.country = 'Asia' RETURN DISTINCT v.name",0.0,0.2937925044060628,0
Which viruses cause both neurological and gastrointestinal symptoms?,MATCH (v:Virus)-[:CAUSES]->(s:Symptom) WHERE s.name CONTAINS 'Neurological' OR s.name CONTAINS 'Gastrointestinal' RETURN DISTINCT v.name,The query does not generate!,0.0,0.0,0
Which articles mention viruses that affect both Brazil and the United States?,"MATCH (a:Article)-[:MENTIONS_LOCATION]->(l:Location) WHERE l.country IN ['Brazil', 'United States'] RETURN DISTINCT a.url","MATCH (a:Article)-[:MENTIONS_LOCATION]->(l1:Location {name: 'Brazil'}), (a:Article)-[:MENTIONS_LOCATION]->(l2:Location {name: 'United States'}), (v:Virus)-[:AFFECTS]->(l1), (v:Virus)-[:AFFECTS]->(l2), (v)-[:CAUSES]->(s:Symptom), (v)-[:AFFECTS]->(l1), (v)-[:AFFECTS]->(l2), (v)-[:SPREADS_BY]->(t:Transmission), (o:Organization)-[:INVOLVED_IN]->(v), (a2:Article)-[:ABOUT_VIRUS]->(v) RETURN DISTINCT a2",0.0,0.09620125857860276,0
Which viruses are responsible for fever and rash symptoms in Mexico?,"MATCH (v:Virus)-[:CAUSES]->(s:Symptom), (v)-[:AFFECTS]->(l:Location {name: 'Mexico'}) WHERE s.name IN ['Fever', 'Rash'] RETURN DISTINCT v.name",,0.0,0.0,0
Which viruses cause symptoms related to skin issues?,MATCH (v:Virus)-[:CAUSES]->(s:Symptom) WHERE s.name CONTAINS 'Skin' RETURN DISTINCT v.name,"MATCH (v:Virus)-[:CAUSES]->(s:Symptom)<-[:MENTIONS_SYMPTOM]-(a:Article)-[:MENTIONS_SYMPTOM]->(s2:Symptom) WHERE s2.name =~ ""skin"" WITH v, s WHERE s.name =~ ""skin"" RETURN v.name",0.0,0.3012385380747413,0
Which viruses are spread by airborne transmission and cause respiratory symptoms?,MATCH (v:Virus)-[:SPREADS_BY]->(t:Transmission {method: 'Airborne'})-[:CAUSES]->(s:Symptom {name: 'Respiratory'}) RETURN DISTINCT v.name,"MATCH (v:Virus)-[:SPREADS_BY]->(t:Transmission {method: 'airborne'}), (v)-[:CAUSES]->(s:Symptom {name: 'respiratory'}) RETURN v.name",0.0,0.7666714776649893,0
Which organizations are involved in viruses affecting both Africa and South America?,"MATCH (o:Organization)-[:INVOLVED_IN]->(v:Virus)-[:AFFECTS]->(l:Location) WHERE l.country IN ['Nigeria', 'Brazil'] RETURN DISTINCT o.name","MATCH (l1:Location {name: ""Africa""})<-[:AFFECTS]-(v:Virus)-[:CAUSES]->(s:Symptom)<-[:CAUSES]-(v2:Virus)-[:AFFECTS]->(l2:Location {name: ""South America""}), (o:Organization)-[:INVOLVED_IN]->(v2) RETURN o.name",0.0,0.31443272541915424,0
